ID,Esai,Gaya Belajar,Tipe Kepribadian
70,"Aku terbiasa belajar dengan metode mandiri pas malem hari biar bisa lebih fokus tanpa gangguan. Belajar sendiri lebih nyaman buatku karena ngasih keleluasaan buat ngatur waktu dan fokus secara mandiri. Soal metode nerima informasi, aku suka kombinasi antara belajar mandiri dan diskusi. Aku bekerja paling optimal di suasana yang tenang. Kalau lagi ada tantangan belajar, aku selalu berusaha nyoba mecahin sendiri dulu buat ngelatih kemampuan analisis. Kalau bener-bener gak paham, aku identifikasi masalahnya dan cari solusi lewat artikel referensi, buku, atau video edukasi sebelum minta bantuan instruktur atau teman diskusi. Aku terus latih diri buat ngurangin ketergantungan pada AI, dan aku bakal terus pertahankan pendekatan yang terstruktur, objektif, dan berdasarkan fakta.",K,Introvert
71,"Kebiasaan belajarku sehari-hari sangat menyenangkan. Aku bisa belajar di mana aja, gak harus di satu tempat. Suasana di sekitarku sangat senang. Aku lebih suka belajar bareng soalnya bisa tukar ide atau pokok pikiran. Caranya dengan diselingi game pas penjelasan biar gak terlalu monoton. Aku lebih suka pahamin materi dengan dengerin penjelasan orang lain karena lebih gampang dimengerti. Sedikit tenang dan sedikit ramai, karena suasana yang pas membantu cepet paham. Aku suka dua-duanya: keramaian pas kumpul sama teman, dan suasana tenang pas mau istirahat. Kalau lagi ada kesulitan dalam belajar, aku biasanya bakal nanya ke temanku atau liat video penjelasan. Aku coba selesaiin sendiri dulu. Aku ingin lebih bisa fokus ke suatu hal, lebih giat belajar. Aku bakal coba nyapa atau mempelajari komunikasi yang ada di lingkungan baru.",K,Ekstrovert
72,"Kalau di rumah, biasanya aku nunggu suasana sepi, biasanya malam hari di kamar, dan belajarnya sendiri. Kalau bener-bener kesulitan dan gak bisa mempelajari materinya, baru aku minta tolong orang lain. Kalau di sekolah, ya biasa bareng teman-teman ngerjainnya dengan bagi-bagi tugas. Caraku: nulis ulang catatan dan merinci pakai bolpen warna-warni, terus dibaca-baca ulang. Tapi kalau bener-bener gak paham, baru tanya orang lain yang lebih tahu. Suasana harus tenang, gak ada suara atau gangguan apapun, di sekitar gak ada orang sama sekali. Cocoknya begitu biar materinya masuk ke otak dan hafal. Kalau buat belajar sendiri buat hafalan, aku butuh suasana tenang. Tapi kalau buat diskusi, aku butuh suasana ramai. Aku bakal nanya ke orang lain yang lebih paham. Kalau di rumah tanya kakak, kalau di sekolah tanya guru atau teman dekat. Kalau lagi sendiri, biasa nonton YouTube atau browsing. Pengalaman belajarku biasa aja sih, tapi seru-seru juga karena banyak kerja kelompok bareng teman di tempat-tempat luar. Yang mau aku ubah adalah lebih fokus lagi dan lebih cepet memahami suatu materi. Di lingkungan baru, mungkin aku bakal adaptasi dulu, memahami suasana lingkungannya gimana, baru nanti bisa beradaptasi.",R,Ekstrovert
73,"Aku belajar lebih nyaman sendiri di tempat sepi dan tenang biar bisa fokus. Aku sering banget pahamin materi dengan cara nulis ulang materi atau pahamin konsep materinya. Suasana yang tenang, aman, nyaman kayak di alam, di kamar, di tempat yang tenang dan sepi. Aku sering banget gampang lupa, tapi aku berusaha ngelinget-ngelinget sampe inget. Kalau aku bener-bener lupa, pasti aku tanya ke teman. Aku orang yang ceria, bikin temanku tertawa saat belajar, jadi gak cenderung tegang.",R,Introvert
74,"Biasanya aku belajar di rumah, tepatnya di kamar di meja belajar, sekitar jam 7 malam. Suasana sunyi dan kadang bikin bosan. Kalau misalnya gak ada teman, aku sambil dengerin musik. Kalau belum terlalu malem dan ada waktu luang, aku biasanya ngajak teman buat keluar biar bisa belajar bareng. Soalnya kalau belajar bareng teman rasanya nyaman, ada tempat cerita juga, jadi gak bikin bosan. Aku biasanya bikin catatan baru di kertas atau buku sesuai materi yang dipelajari. Aku baca materi tersebut sampe bener-bener paham. Aku lebih suka diskusi karena lebih gampang pahamin materi kalau dipikirkan bareng-bareng. Biasanya aku di kamar sendirian dengan lampu yang lebih cerah. Itu bisa bikin semangat belajarku meningkat, dan aku lebih bersemangat kalau belajar dengan suasana tenang. Aku kesulitan belajar kalau dapet tugas yang jawabannya gak ada di bacaan. Kadang bingung karena belum pernah dipelajari tapi dapet tugas itu. Solusinya biasanya aku nanya dulu ke teman, terus aku coba ngerjain sendiri. Kalau gak bisa, nanti aku cari bantuan tutorial di Google atau di internet lainnya. Aku itu kurang fokus dan gampang bosan kalau suasananya itu-itu aja. Mungkin bakal aku tingkatkan lagi untuk itu. Aku mau pertahankan kebiasaan mencatat materi yang akan dipelajari. Aku bakal tingkatkan lagi soal waktu belajarku. Untuk di lingkungan belajar baru, aku gampang nyaman dengan tempat baru asalkan tempatnya sepi dan bisa bikin aku merasa lebih fokus. ",K,Ekstrovert
75,"Aku nulis ulang poin-poin yang penting. Belajar di mana aja dan kapan aja dengan suasana yang nyaman. Aku lebih suka belajar bareng orang lain soalnya kalau ada kesulitan bisa didiskusikan. Aku nulis poin-poin penting, tapi kalau ngerjain matematika, kimia, atau fisika, aku lebih suka dicatat lengkap. Aku lebih suka diskusi karena bisa saling membantu. Kondisi belajar yang aku suka adalah tempat yang dingin dan sunyi karena bisa bikin lebih fokus. Aku lebih bersemangat dengan suasana yang tenang. Aku coba sendiri dulu, kalau gak bisa baru nanya ke orang lain kayak teman atau guru. Gak ada yang mau dirubah. Sikapku di lingkungan belajar baru agak gak nyaman dan gak terlalu fokus, tergantung sama guru pengajar dan teman-teman. ",R,Introvert
76,"Aku kebanyakan belajar pas ada tugas, mau ujian, atau pas ulangan harian. Biasanya belajar di rumah atau kadang di tempat les. Aku lebih nyaman belajar sendiri soalnya menurutku itu lebih masuk atau bisa dicerna dengan baik, dan aku juga gampang hafal atau paham kalau belajar sendiri. Cara aku hafal biasanya diulang-ulang berkali-kali atau bisa juga dengan ngerjain latihan soal. Aku lebih suka pahamin materi dengan belajar mandiri, tapi aku juga lumayan suka dengerin penjelasan dari orang lain. Kondisi belajar yang paling aku suka adalah keadaan tenang dan sunyi kalau lagi menghafal. Tapi kalau cuma ngerjain tugas biasa, aku lebih suka sambil dengerin musik atau sambil nonton. Aku lebih bersemangat kalau di lingkungan yang gak terlalu ramai tapi juga gak terlalu sepi. Kalau aku kesulitan dalam belajar, biasanya aku bakal nanya ke guru. Atau kalau enggak, aku bakal cari solusi lewat Google atau aplikasi lainnya. Aku lebih suka nyari cara buat nyelesaiin dulu sendiri. Kalau emang masih gak bisa, baru aku cari bantuan. Dari cara belajarku, aku jadi tahu kalau aku adalah pribadi yang sangat merencanakan segala sesuatu yang penting.",K,Introvert
77,"Saat hari-hari sekolah, aku biasanya belajar pas malem hari abis sholat isya. Tapi pas weekend, aku suka belajar di luar bareng teman-temanku. Cara aku pahamin materi adalah dengan dengerin penjelasan materi dari guru dulu, terus nyoba ngerjain contoh soal, dan kalau ada kesulitan aku bisa nanya ke teman yang udah paham. Lingkungan belajar yang tenang dan nyaman bisa bikin aku lebih fokus belajar. Kalau ada yang gak ngerti, aku bakal nanya ke teman yang udah paham materinya. Aku suka belajar soalnya dengan belajar aku dapet pengetahuan baru, dan pas aku bisa mecahin soal-soal, aku ngerasa ada kepuasan tersendiri buat diriku. Tapi aku juga gampang lupa sama apa yang aku pelajari, terutama rumus-rumus, soalnya aku gak nerapinnya di kehidupan sehari-hari.",K,Ekstrovert
78,"Aku belajar dengan cara mencatat ulang lalu dihafalin. Biasanya malem hari di kamar, suasananya biasa aja. Aku lebih nyaman sendiri soalnya lebih fokus. Nonton YouTube, terus dicatat, dan nyoba ngerjain soal. Aku lebih suka belajar mandiri. Pas malem yang sepi dan dingin, ada makanan, ada minuman, plus musik. Suasananya tenang. Belajar dari YouTube, kalau masih belum paham, tanya teman. Aku coba nyelesaiin sendiri dulu. Gak ada yang mau dirubah, cuma perlu nambah fokus aja.",K,Introvert
79,"Aku belajar cuma pas ada ujian aja soalnya menurutku belajar 8 jam di sekolah udah sangat cukup. Aku lebih nyaman belajar bareng orang lain soalnya kalau aku sendiri, aku gak bakal belajar, malah main HP. Cara aku pahamin materi adalah dengan baca lalu nulisin ulang di buku. Aku suka semuanya kecuali belajar mandiri. Kondisi belajar yang paling aku suka adalah ruangan yang gak berisik dan gak gelap. Ruangan itu cocok buatku soalnya aku orangnya gampang ilang fokus kalau di sekitarku banyak gangguan kayak suara, dll. Kalau aku nemu kesulitan dalam mempelajari materi, aku bakal hubungi temanku buat ngejelasin ulang. Kalau temanku juga gak bisa, biasanya aku bakal cari di YouTube tentang materi itu. Sebenernya gak ada yang perlu dipertahain soalnya menurutku cara belajarku gak baik. Justru harus diubah.",K,Ekstrovert
80,"Kebiasaan belajarku sehari-hari biasanya dilakuin pas malem hari, sekitar jam 7 sampai jam 9, pas suasana rumah udah mulai tenang. Aku lebih suka belajar di meja belajar kamar sendiri soalnya kondisinya hening dan minim gangguan. Soal kenyamanan, aku jauh lebih nyaman belajar sendiri. Soalnya aku bisa ngatur kecepatan belajarku sendiri tanpa ngerasa buru-buru atau terhambat sama orang lain, dan lebih gampang buat tetep fokus ke materi yang lagi didalemin. Kalau materi perhitungan, pertama aku catat rumus-rumus sambil pahamin pas nulis. Kalau udah, aku cermatin rumus itu. Abis dicermatin, aku cari-cari contoh soal yang sama dengan materi itu. Kalau materi teori, aku lebih suka baca dulu, abis itu pahamin dengan nonton video di YouTube atau dengerin guru pas lagi ngejelasin. Kondisi belajar yang paling bikin fokus adalah pas suasananya tenang. Kalau pas belajar sendiri, aku lebih suka belajar sambil dengerin musik. Kalau di lingkungan ramai, itu bisa lebih bikin semangat soalnya seru, tapi kalau tenang lebih bikin aku lebih fokus. Kalau lagi ada tantangan atau kesulitan dalam belajar, hal pertama yang aku lakuin adalah nyoba nyelesaiin sendiri dulu. Aku biasanya bakal baca ulang materi terkait atau cari referensi tambahan lewat internet dan video edukasi buat dapetin pemahaman yang lebih luas. Kalau setelah nyoba mandiri masih mentok, aku bakal minta bantuan orang lain kayak teman diskusi atau nanya langsung ke guru. Selama ini yang bikin aku lebih ngejar nilai adalah pas lingkungan keluarganya pada rajin. Jadi aku bisa termotivasi kalau teman-teman rajin, aku juga harus lebih rajin lagi dari sebelumnya.",K,Ekstrovert
81,"Aku biasanya belajar bisa di mana aja tapi harus di tempat yang tenang dan sendiri. Aku biasanya belajar dengan pahamin soalnya dulu, terus baca dan sedikit hafal. Kalau tentang hitungan, aku lebih ke nonton video penjelasan dan contoh soal, terus ngerjain sebanyak-banyaknya. Aku melakukan pendekatan berlapis tentang belajar mandiri. Aku lebih suka pahamin lewat pendengaran dari orang lain, dan aku bakal dengerin lebih dari 2 orang lalu membandingkan jawaban mereka. Untuk jawaban akhir, aku lebih suka membandingkan dengan diri sendiri. Kondisi pas malem hari yang sunyi aku suka karena itu bikin pikiran lebih tenang dan lebih nyaman buat adu argumen dengan pikiranku sendiri. Aku biasanya cenderung suka lingkungan yang tenang. Biasanya aku bakal ngumpulin niat dulu dan aku bakal jauhin HP. Materi yang gak aku pahami, aku bakal minta penjelasan dari orang lain, terus minta contoh soal, lalu aku ngerjain, dan aku minta koreksi dari orang tersebut. Aku mempelajari bahwa selama pikiran kita terjaga, maka kita bakal gampang mengendalikannya. Aku bakal selalu berusaha buat menjaga pikiranku tetep tenang dan rileks. Aku bakal pertahankan itu. Sikapku selama ini di lingkungan belajar baru bisa aku sesuaikan tergantung sama diriku sendiri.",V,Introvert
82,"Aku biasanya belajar di sekolah bareng teman-temanku soalnya aku ngerasa bakal lebih gampang pahamin materi kalau ngerjainnya bareng teman-teman. Tapi pas lagi ujian, aku lebih suka belajar sendiri di tempat yang tenang dan cuma ada aku. Aku ngerasa kalau di tempat tenang, aku bakal lebih fokus dan materi yang aku pelajari bisa aku pahami dan aku ingat. Aku suka pahamin materi kalau diskusi atau nanya sama teman-temanku. Soalnya kadang beberapa guru ngejelasin materi tapi aku kurang paham, jadi aku diskusi sama temanku. Kalau temanku juga kurang paham, kami bakal belajar pahamin materi sendiri lewat medsos atau YouTube. Aku lebih suka kalau materinya dijelasin dulu, terus kami catat materi yang udah dijelasin. Soalnya kebanyakan guru cuma ngejelasin aja tanpa nulisin atau ngirim PPT materinya. Pas aku belajar, aku lebih suka suasana yang tenang dan sepi. Itu bisa bantu aku pahamin materi dan fokus belajar, jadi materi yang aku pelajari bisa masuk ke otakku. Aku bisa memposisikan diriku sendiri. Pas lagi bareng teman-teman di suasana ramai, aku bisa semangat. Tapi pas di suasana tenang, aku juga bisa menyesuaikan diri di tempat itu. Aku ngerasa aku susah pahamin beberapa materi yang dikasih guru. Menurutku, tantangannya aku harus belajar sendiri biar bener-bener paham materi itu. Biasanya aku cari materi itu dari internet dan nanya ke teman-temanku. Aku pengen terus belajar buat tahu materi yang ada, walaupun aku kurang semangat buat mempelajarinya. Tapi aku bakal coba buat konsisten belajar.",R,Ekstrovert
83,"Aku biasanya belajar di sekolah, mulai jam 7 pagi sampe selesai jam setengah 4 sore. Suasana di sekitarku biasanya ramai dan asik, jadi aku lebih suka belajar bareng orang lain daripada belajar sendiri. Kalau aku pengen pahamin materi, langkah awal pasti aku nanya ke yang bersangkutan, atau gak aku liat materi di Google atau liat video penjelasan di YouTube. Aku lebih suka suasana yang tenang pas belajar, soalnya suasana tenang gak bikin aku kepikiran hal lain saat belajar. Belajar sambil dengerin lagu, top tier ⭐️⭐️⭐️. Kalau aku nemu tantangan belajar, pasti aku coba dulu sendiri. Kalau bingung banget, baru aku tanya ke guru atau pembimbing di kelas. Mungkin aku mau ngubah diriku yang lemot ini kalau lagi pelajaran, soalnya kadang kayak orang bingung #jujur.",V,Ekstrovert
84,"Kebiasaanku saat belajar bareng teman dekat. Biasanya aku belajar di sekolah atau di rumah teman abis pulang sekolah atau pas hari libur. Suasana belajar di sekitarku sangat seru dan saling bantu satu sama lain. Aku suka belajar bareng-bareng soalnya bisa saling tanya-tanya materi yang bikin bingung. Aku paling suka belajar materi lewat diskusi soalnya dengan diskusi kita bisa denger penjelasan atau pendapat orang lain yang kita gak tahu. Suasana yang tenang tapi menghibur. Dengan begitu belajarku gak gampang jenuh, dan aku lebih semangat pas berada di lingkungan yang ramai tapi tenang. Aku bakal nanya ke temanku yang udah paham sama materi itu, dan nanyain caranya biar bisa keluar dari masalah itu. Aku pengen ngubah diriku yang dulu sampai sekarang masih lebih bergantung sama orang lain, dan ke depannya pengen nyelesaiin sendiri dulu baru minta pendapat orang lain.",A,Ekstrovert
85,"Caraku: baca, latihan lewat soal, ngerjain sambil buka catatan, dan bandingin jawaban dari internet. Suasana di sekitarku biasa aja sih, gak gimana-gimana. Ada kalanya ramai, ada kalanya tenang. Tergantung sama siapa partner belajarku. Kalau orangnya bisa bikin aku merasa terdorong buat belajar dan gak males-malesan, aku suka. Tapi kalau gak bisa serius, cuma bisa bercanda dan ngandelin orang lain, aku kurang suka. Biasanya lewat les. Kalau enggak, ya pahamin sendiri atau nanya ke guru mapel. Jujur, kalau pahamin materi, aku lebih suka dengerin penjelasan orang lain dengan keadaan lingkungan sekitar yang tenang. Lingkungan sekitar yang tenang, soalnya dengan itu kita bisa lebih fokus dengerin penjelasan dan bisa mencerna penjelasan tanpa terganggu sama sekitar orang. Aku lebih bersemangat di lingkungan yang suasananya tenang. Soalnya kalau lingkungannya ramai, aku susah konsentrasi. Soalnya aku ikut bimbel di salah satu bimbel. Aku pake fasilitas yang namanya TST, dibantu sama guru mapel dari bimbel tersebut dengan penjelasan yang lengkap, rinci, dan gampang dipahami. Tergantung soal dan materinya. Kalau ngerasa sulit, aku langsung ngajuin jadwal TST. Kalau ngerasa mudah dan aku paham sama materinya, aku ngerjain sendiri. Aku adalah orang yang gampang ke distraksi. Aku lumayan susah paham kalau penjelasan yang dikasih susah dipahami dan gak jelas. Kadang aku ngerasa rajin, tapi 15 menit kemudian aku ngerasa males. Aku pengen banget pertahankan kerajinanku buat belajar, dan semangat buat belajar. Pas di lingkungan belajar yang baru, aku berusaha buat beradaptasi. ",K,Ekstrovert
